N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
550,0.60891,0,105.76274685203575,0.05,0.61189,0,105.24726911618669,0.05,10.7,10.2,9.2,18.1,41.5,106.62,86.29,13.2,11.0,9.0,18.1,41.7,79.83,230.48,13.2,11.0,9.0,18.0,41.5,79.53,231.35,65.76,8.24,74.00,64.40,8.00,72.40,63.76,8.08,71.84,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.12,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
560,0.60895,0,105.75503887436238,0.05,0.61189,0,105.24726911618669,0.05,10.6,10.2,9.3,18.1,41.7,108.21,85.02,13.2,11.0,9.0,18.1,41.7,79.83,230.48,13.2,11.0,9.0,18.0,41.5,79.53,231.35,66.16,8.24,74.40,64.40,8.00,72.40,64.16,8.08,72.24,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.12,72.37,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
570,0.60973,0,105.61985190051367,0.05,0.61189,0,105.24726911618669,0.05,10.7,10.2,9.2,18.1,41.6,107.03,85.96,13.2,11.0,9.0,18.1,41.7,79.77,230.66,13.2,11.0,9.0,18.0,41.5,79.53,231.35,65.76,8.24,74.00,64.40,8.00,72.40,64.00,8.08,72.08,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
580,0.60978,0,105.6114319505854,0.05,0.61189,0,105.24726911618669,0.05,10.6,10.1,9.2,18.1,41.7,107.79,85.35,13.2,11.0,9.0,18.1,41.7,79.77,230.66,13.2,11.0,9.0,18.0,41.5,79.53,231.35,65.76,8.24,74.00,64.40,8.00,72.40,64.16,8.08,72.24,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
590,0.60982,0,105.60510983118172,0.05,0.61189,0,105.24726911618669,0.05,10.7,10.2,9.2,18.1,41.7,106.81,86.13,13.2,11.0,9.0,18.1,41.7,79.76,230.69,13.2,11.0,9.0,18.0,41.5,79.53,231.35,65.76,8.16,73.92,64.40,8.00,72.40,64.24,8.08,72.32,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
600,0.60986,0,105.59880202569293,0.05,0.61189,0,105.24726911618669,0.05,10.6,10.1,9.3,18.1,41.8,107.54,85.55,13.2,11.0,9.0,18.1,41.7,79.76,230.69,13.2,11.0,9.0,18.0,41.5,79.53,231.35,66.00,8.16,74.16,64.40,8.00,72.40,64.40,8.08,72.48,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
610,0.60988,0,105.59459205072879,0.05,0.61189,0,105.24726911618669,0.05,10.7,10.2,9.2,18.1,41.8,106.61,86.30,13.2,11.0,9.0,18.1,41.7,79.76,230.69,13.2,11.0,9.0,18.0,41.5,79.53,231.35,65.76,8.16,73.92,64.40,8.00,72.40,64.40,8.08,72.48,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
620,0.60992,0,105.58827026812311,0.05,0.61189,0,105.24726911618669,0.05,10.6,10.1,9.2,18.1,41.8,106.84,86.11,13.2,11.0,9.0,18.1,41.7,79.75,230.72,13.2,11.0,9.0,18.0,41.5,79.53,231.35,65.60,8.16,73.76,64.32,8.00,72.32,64.40,8.08,72.48,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
630,0.60994,0,105.5840603773585,0.05,0.61189,0,105.24726911618669,0.05,10.7,10.2,9.2,18.1,41.9,107.55,85.54,13.2,11.0,9.0,18.1,41.7,79.75,230.72,13.2,11.0,9.0,18.0,41.5,79.53,231.35,65.68,8.16,73.84,64.40,8.00,72.40,64.48,8.08,72.56,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
640,0.60998,0,105.57775215087223,0.05,0.61189,0,105.24726911618669,0.05,10.6,10.1,9.4,18.1,41.9,109.74,83.83,13.2,11.0,9.0,18.1,41.7,79.74,230.74,13.2,11.0,9.0,18.0,41.5,79.53,231.35,66.72,8.16,74.88,64.40,8.00,72.40,64.48,8.08,72.56,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
650,0.61001,0,105.57143070506456,0.05,0.61189,0,105.24726911618669,0.05,10.7,10.2,9.2,18.1,41.9,107.20,85.82,13.2,11.0,9.0,18.1,41.7,79.74,230.74,13.2,11.0,9.0,18.0,41.5,79.53,231.35,65.76,8.16,73.92,64.32,8.00,72.32,64.48,8.08,72.56,64.25,8.00,72.25,64.25,8.00,72.25,64.25,8.00,72.25,64.00,8.00,72.00,64.00,8.00,72.00,64.00,8.00,72.00
